5.316,-3.6484,3.6914
4.7423,-1.9814,4.0551
4.1735,-0.12654,4.1094
3.4933,1.5017,4.263
3.3949,3.136,4.106
6.2237,-3.9776,1.8443
5.8269,-2.2368,2.334
5.4864,-0.52258,2.2324
4.8492,1.3527,2.2366
4.3589,2.9935,1.8545
6.7959,-4.5287,-0.2562
6.4536,-2.5975,0.3605
6.1062,-0.80144,0.37487
5.6762,0.7241,0.24937
5.1357,2.5542,-0.081589
4.9295,3.7923,-0.48306
4.1419,5.3469,-1.0526
6.8083,-4.6644,-2.1226
6.8261,-2.8439,-1.3596
6.5045,-1.2173,-1.4746
6.1812,0.38226,-1.4402
5.831,1.8162,-1.6235
5.4283,3.2681,-1.7129
4.4683,4.5466,-1.7259
6.6105,-3.2718,-3.3503
6.7129,-1.4609,-3.2604
6.2101,0.14699,-3.1958
5.7811,1.638,-3.2634
5.3648,2.7615,-3.3595
5.1117,4.0149,-3.2505
-5.316,-3.6484,3.6914
-4.7423,-1.9814,4.0551
-4.1735,-0.12654,4.1094
-3.4933,1.5017,4.263
-3.3949,3.136,4.106
-6.2237,-3.9776,1.8443
-5.8269,-2.2368,2.334
-5.4864,-0.52258,2.2324
-4.8492,1.3527,2.2366
-4.3589,2.9935,1.8545
-6.7959,-4.5287,-0.2562
-6.4536,-2.5975,0.3605
-6.1062,-0.80144,0.37487
-5.6762,0.7241,0.24937
-5.1357,2.5542,-0.081589
-4.9295,3.7923,-0.48306
-4.1419,5.3469,-1.0526
-6.8083,-4.6644,-2.1226
-6.8261,-2.8439,-1.3596
-6.5045,-1.2173,-1.4746
-6.1812,0.38226,-1.4402
-5.831,1.8162,-1.6235
-5.4283,3.2681,-1.7129
-4.4683,4.5466,-1.7259
-6.6105,-3.2718,-3.3503
-6.7129,-1.4609,-3.2604
-6.2101,0.14699,-3.1958
-5.7811,1.638,-3.2634
-5.3648,2.7615,-3.3595
-5.1117,4.0149,-3.2505
