6.3165,-4.4558,4.0274
6.0995,-2.8442,4.2808
6.027,-0.63134,4.3445
5.6715,1.7991,4.6175
4.514,3.8147,4.3293
6.5711,-4.2024,2.1369
6.333,-2.5844,2.5512
5.9738,-0.82149,2.5484
5.3326,1.1725,2.4192
4.6269,2.88,2.1906
7.0465,-4.6817,-0.09996
6.7983,-2.8717,0.50838
6.3473,-0.96334,0.63317
5.7388,0.494,0.54106
5.1066,2.1992,0.15524
4.6542,3.4944,-0.16555
7.3716,-4.8791,-1.9284
7.1523,-3.036,-1.3212
6.881,-1.4877,-1.4517
6.3574,0.18091,-1.3223
5.9583,1.3975,-1.4909
5.5453,3.0109,-1.7181
7.4344,-3.953,-3.0996
7.7064,-2.3267,-3.2485
7.3076,-0.57255,-3.2477
6.9094,0.83736,-3.2675
6.333,2.393,-3.3028
-6.3165,-4.4558,4.0274
-6.0995,-2.8442,4.2808
-6.027,-0.63134,4.3445
-5.6715,1.7991,4.6175
-4.514,3.8147,4.3293
-6.5711,-4.2024,2.1369
-6.333,-2.5844,2.5512
-5.9738,-0.82149,2.5484
-5.3326,1.1725,2.4192
-4.6269,2.88,2.1906
-7.0465,-4.6817,-0.09996
-6.7983,-2.8717,0.50838
-6.3473,-0.96334,0.63317
-5.7388,0.494,0.54106
-5.1066,2.1992,0.15524
-4.6542,3.4944,-0.16555
-7.3716,-4.8791,-1.9284
-7.1523,-3.036,-1.3212
-6.881,-1.4877,-1.4517
-6.3574,0.18091,-1.3223
-5.9583,1.3975,-1.4909
-5.5453,3.0109,-1.7181
-7.4344,-3.953,-3.0996
-7.7064,-2.3267,-3.2485
-7.3076,-0.57255,-3.2477
-6.9094,0.83736,-3.2675
-6.333,2.393,-3.3028
